,model,obs,score
355,"Cox PH Ridge, Barlow weights",750,0.0707294410381235
356,"Cox PH Lasso, Barlow weights",750,0.0611328223274917
357,"Cox PH Elastic Net, Barlow weights",750,0.0624818024521375
358,"Survival Tree, unweighted",750,0.1361358989641529
359,"Survival Tree, random oversampler",750,0.1190212003075711
360,"Survival Tree, SMOTENC",750,0.1390303464553729
361,"Random Survival Forest, unweighted",750,0.0774288666141628
362,"Random Survival Forest, random oversampler",750,0.0664408197009208
363,"Random Survival Forest, SMOTENC",750,0.0689845905653739
364,Unweighted Cox PH,750,0.0519599759919913
365,"Cox PH, Barlow weights",750,0.0521166185184546
366,"Cox PH, Prentice weights",750,0.0539666030774968
367,"Cox PH, Self-Prentice weights",750,0.0580087157503863
368,"Cox PH Ridge, Barlow weights",750,0.044262480548192
369,"Cox PH Lasso, Barlow weights",750,0.0431413156540668
370,"Cox PH Elastic Net, Barlow weights",750,0.0433493201951639
371,"Survival Tree, unweighted",750,0.1192492332863286
372,"Survival Tree, random oversampler",750,0.122195146323102
373,"Survival Tree, SMOTENC",750,0.1171872834174933
374,"Random Survival Forest, unweighted",750,0.0588499517817547
375,"Random Survival Forest, random oversampler",750,0.0490542946252063
376,"Random Survival Forest, SMOTENC",750,0.050506597830577
377,Unweighted Cox PH,750,0.052813273798103
378,"Cox PH, Barlow weights",750,0.0462372396915542
379,"Cox PH, Prentice weights",750,0.0539112579544819
380,"Cox PH, Self-Prentice weights",750,0.0618548577124156
381,"Cox PH Ridge, Barlow weights",750,0.0455007354674904
382,"Cox PH Lasso, Barlow weights",750,0.0473863357149403
383,"Cox PH Elastic Net, Barlow weights",750,0.0465025904079245
384,"Survival Tree, unweighted",750,0.1463725732029263
385,"Survival Tree, random oversampler",750,0.138382273084384
386,"Survival Tree, SMOTENC",750,0.1457762672601056
387,"Random Survival Forest, unweighted",750,0.0773414581513905
388,"Random Survival Forest, random oversampler",750,0.0659424567879925
389,"Random Survival Forest, SMOTENC",750,0.0667328823075257
390,Unweighted Cox PH,750,0.0823559047336321
391,"Cox PH, Barlow weights",750,0.0837792157444335
392,"Cox PH, Prentice weights",750,0.0888646771930782
393,"Cox PH, Self-Prentice weights",750,0.0848582608284403
394,"Cox PH Ridge, Barlow weights",750,0.0710013303977155
395,"Cox PH Lasso, Barlow weights",750,0.0675557472554068
396,"Cox PH Elastic Net, Barlow weights",750,0.0662393957145336
397,"Survival Tree, unweighted",750,0.1259371896692995
398,"Survival Tree, random oversampler",750,0.1395898685926755
399,"Survival Tree, SMOTENC",750,0.129394686872115
400,"Random Survival Forest, unweighted",750,0.0734464705874313
