,model,obs,score
196,"Cox PH, Barlow weights",750,0.0454649940032993
197,"Cox PH, Prentice weights",750,0.0448670560986591
198,"Cox PH, Self-Prentice weights",750,0.0449171757544306
199,"Cox PH Ridge, Barlow weights",750,0.0454649940032993
200,"Cox PH Lasso, Barlow weights",750,0.0454649940032993
201,"Cox PH Elastic Net, Barlow weights",750,0.0454649940032993
202,"Survival Tree, unweighted",750,0.098194900831792
203,"Survival Tree, random oversampler",750,0.0962102489437502
204,"Survival Tree, SMOTENC",750,0.0905677865353075
205,"Random Survival Forest, unweighted",750,0.0617595352962696
206,"Random Survival Forest, random oversampler",750,0.0551549774710132
207,"Random Survival Forest, SMOTENC",750,0.0546860417283173
208,Unweighted Cox PH,750,0.0422294667921425
209,"Cox PH, Barlow weights",750,0.0476726671866895
210,"Cox PH, Prentice weights",750,0.0413551125452626
211,"Cox PH, Self-Prentice weights",750,0.0424862255774705
212,"Cox PH Ridge, Barlow weights",750,0.0476726671866895
213,"Cox PH Lasso, Barlow weights",750,0.0476726671866895
214,"Cox PH Elastic Net, Barlow weights",750,0.0476726671866895
215,"Survival Tree, unweighted",750,0.0786339626323374
216,"Survival Tree, random oversampler",750,0.0889779372362303
217,"Survival Tree, SMOTENC",750,0.0894652293125664
218,"Random Survival Forest, unweighted",750,0.0558856962234272
219,"Random Survival Forest, random oversampler",750,0.0547906947472125
220,"Random Survival Forest, SMOTENC",750,0.0544532223308031
221,Unweighted Cox PH,750,0.0491078012594699
222,"Cox PH, Barlow weights",750,0.0555009996591729
223,"Cox PH, Prentice weights",750,0.0484925863864563
224,"Cox PH, Self-Prentice weights",750,0.0489291136421681
225,"Cox PH Ridge, Barlow weights",750,0.0555009996591729
226,"Cox PH Lasso, Barlow weights",750,0.0555009996591729
227,"Cox PH Elastic Net, Barlow weights",750,0.0555009996591729
228,"Survival Tree, unweighted",750,0.0800437595957653
229,"Survival Tree, random oversampler",750,0.0791604430658701
230,"Survival Tree, SMOTENC",750,0.0799926326332658
231,"Random Survival Forest, unweighted",750,0.0579207078639506
232,"Random Survival Forest, random oversampler",750,0.0551538714203987
233,"Random Survival Forest, SMOTENC",750,0.0555615507580653
234,Unweighted Cox PH,750,0.0468874038699487
235,"Cox PH, Barlow weights",750,0.0504080125038458
236,"Cox PH, Prentice weights",750,0.0468409765434868
237,"Cox PH, Self-Prentice weights",750,0.048192028863588
238,"Cox PH Ridge, Barlow weights",750,0.0504080125038458
239,"Cox PH Lasso, Barlow weights",750,0.0504080125038458
240,"Cox PH Elastic Net, Barlow weights",750,0.0504080125038458
241,"Survival Tree, unweighted",750,0.0967407226303242
242,"Survival Tree, random oversampler",750,0.0773082895814166
243,"Survival Tree, SMOTENC",750,0.0855634834256374
244,"Random Survival Forest, unweighted",750,0.0623385511327804
245,"Random Survival Forest, random oversampler",750,0.0583222885232834
246,"Random Survival Forest, SMOTENC",750,0.0595792246916476
247,Unweighted Cox PH,750,0.0354888446136017
248,"Cox PH, Barlow weights",750,0.0430466822481509
249,"Cox PH, Prentice weights",750,0.0358835618843826
250,"Cox PH, Self-Prentice weights",750,0.0367327754849956
251,"Cox PH Ridge, Barlow weights",750,0.0430466822481509
252,"Cox PH Lasso, Barlow weights",750,0.0430466822481509
