model,obs,score
"Cox PH Lasso, Barlow weights",750,0.970750933
"Cox PH Elastic Net, Barlow weights",750,0.970750933
"Survival Tree, unweighted",750,0.942781081
"Survival Tree, random oversampler",750,0.935244088
"Survival Tree, SMOTENC",750,0.894896971
"Random Survival Forest, unweighted",750,0.961485272
"Random Survival Forest, random oversampler",750,0.955746093
"Random Survival Forest, SMOTENC",750,0.954708892
Unweighted Cox PH,750,0.948113498
"Cox PH, Barlow weights",750,0.946205453
"Cox PH, Prentice weights",750,0.946574752
"Cox PH, Self-Prentice weights",750,0.946513202
"Cox PH Ridge, Barlow weights",750,0.946205453
"Cox PH Lasso, Barlow weights",750,0.946205453
"Cox PH Elastic Net, Barlow weights",750,0.946205453
"Survival Tree, unweighted",750,0.889025666
"Survival Tree, random oversampler",750,0.882224411
"Survival Tree, SMOTENC",750,0.800301594
"Random Survival Forest, unweighted",750,0.919000431
"Random Survival Forest, random oversampler",750,0.917461685
"Random Survival Forest, SMOTENC",750,0.900843233
Unweighted Cox PH,750,0.966500106
"Cox PH, Barlow weights",750,0.963403477
"Cox PH, Prentice weights",750,0.963333099
"Cox PH, Self-Prentice weights",750,0.95988458
"Cox PH Ridge, Barlow weights",750,0.963403477
"Cox PH Lasso, Barlow weights",750,0.963403477
"Cox PH Elastic Net, Barlow weights",750,0.963403477
"Survival Tree, unweighted",750,0.873706806
"Survival Tree, random oversampler",750,0.815645014
"Survival Tree, SMOTENC",750,0.863255683
"Random Survival Forest, unweighted",750,0.942923499
"Random Survival Forest, random oversampler",750,0.941445563
"Random Survival Forest, SMOTENC",750,0.942430854
Unweighted Cox PH,750,0.965482928
"Cox PH, Barlow weights",750,0.966913365
"Cox PH, Prentice weights",750,0.966353629
"Cox PH, Self-Prentice weights",750,0.966975558
"Cox PH Ridge, Barlow weights",750,0.966913365
"Cox PH Lasso, Barlow weights",750,0.966913365
"Cox PH Elastic Net, Barlow weights",750,0.966913365
"Survival Tree, unweighted",750,0.906741713
"Survival Tree, random oversampler",750,0.893681199
"Survival Tree, SMOTENC",750,0.895764662
"Random Survival Forest, unweighted",750,0.943155669
"Random Survival Forest, random oversampler",750,0.943466633
"Random Survival Forest, SMOTENC",750,0.934697431
Unweighted Cox PH,750,0.958743842
"Cox PH, Barlow weights",750,0.961617406
"Cox PH, Prentice weights",750,0.962027915
"Cox PH, Self-Prentice weights",750,0.958333333
"Cox PH Ridge, Barlow weights",750,0.961617406
"Cox PH Lasso, Barlow weights",750,0.961617406
"Cox PH Elastic Net, Barlow weights",750,0.961617406
"Survival Tree, unweighted",750,0.91577723
"Survival Tree, random oversampler",750,0.887178435
"Survival Tree, SMOTENC",750,0.836377942
"Random Survival Forest, unweighted",750,0.941707718
"Random Survival Forest, random oversampler",750,0.939518336
"Random Survival Forest, SMOTENC",750,0.92179803
Unweighted Cox PH,750,0.949642945
"Cox PH, Barlow weights",750,0.944287121
"Cox PH, Prentice weights",750,0.943609948
"Cox PH, Self-Prentice weights",750,0.957399655
"Cox PH Ridge, Barlow weights",750,0.944287121
"Cox PH Lasso, Barlow weights",750,0.944287121
"Cox PH Elastic Net, Barlow weights",750,0.944287121
"Survival Tree, unweighted",750,0.839848559
"Survival Tree, random oversampler",750,0.83316917
"Survival Tree, SMOTENC",750,0.838648116
"Random Survival Forest, unweighted",750,0.928958385
"Random Survival Forest, random oversampler",750,0.921324797
"Random Survival Forest, SMOTENC",750,0.913814331
Unweighted Cox PH,750,0.968606225
"Cox PH, Barlow weights",750,0.960757781
"Cox PH, Prentice weights",750,0.962246279
"Cox PH, Self-Prentice weights",750,0.964614344
"Cox PH Ridge, Barlow weights",750,0.960757781
"Cox PH Lasso, Barlow weights",750,0.960757781
"Cox PH Elastic Net, Barlow weights",750,0.960757781
"Survival Tree, unweighted",750,0.915764547
"Survival Tree, random oversampler",750,0.914140731
"Survival Tree, SMOTENC",750,0.845433018
"Random Survival Forest, unweighted",750,0.94255751
"Random Survival Forest, random oversampler",750,0.936941813
"Random Survival Forest, SMOTENC",750,0.932882273
Unweighted Cox PH,750,0.940131373
"Cox PH, Barlow weights",750,0.941445105
"Cox PH, Prentice weights",750,0.941007194
"Cox PH, Self-Prentice weights",750,0.938066938
"Cox PH Ridge, Barlow weights",750,0.941445105
"Cox PH Lasso, Barlow weights",750,0.941445105
"Cox PH Elastic Net, Barlow weights",750,0.941445105
"Survival Tree, unweighted",750,0.871817329
"Survival Tree, random oversampler",750,0.850703785
"Survival Tree, SMOTENC",750,0.825148577
"Random Survival Forest, unweighted",750,0.915420707
"Random Survival Forest, random oversampler",750,0.902283391
"Random Survival Forest, SMOTENC",750,0.879574601
Unweighted Cox PH,750,0.955290164
"Cox PH, Barlow weights",750,0.957570666
"Cox PH, Prentice weights",750,0.957690692
"Cox PH, Self-Prentice weights",750,0.951569345
"Cox PH Ridge, Barlow weights",750,0.957570666
"Cox PH Lasso, Barlow weights",750,0.957570666
"Cox PH Elastic Net, Barlow weights",750,0.957570666
"Survival Tree, unweighted",750,0.889125608
"Survival Tree, random oversampler",750,0.886244974
"Survival Tree, SMOTENC",750,0.85749865
"Random Survival Forest, unweighted",750,0.920542519
"Random Survival Forest, random oversampler",750,0.911780592
"Random Survival Forest, SMOTENC",750,0.877513053
Unweighted Cox PH,1500,0.955176165
"Cox PH, Barlow weights",1500,0.954623818
"Cox PH, Prentice weights",1500,0.954406226
"Cox PH, Self-Prentice weights",1500,0.954439702
"Cox PH Ridge, Barlow weights",1500,0.954623818
"Cox PH Lasso, Barlow weights",1500,0.954623818
"Cox PH Elastic Net, Barlow weights",1500,0.954623818
"Survival Tree, unweighted",1500,0.896719391
"Survival Tree, random oversampler",1500,0.869503724
"Survival Tree, SMOTENC",1500,0.861335677
"Random Survival Forest, unweighted",1500,0.933149218
"Random Survival Forest, random oversampler",1500,0.931123943
"Random Survival Forest, SMOTENC",1500,0.915139342
Unweighted Cox PH,1500,0.94977981
"Cox PH, Barlow weights",1500,0.949864499
"Cox PH, Prentice weights",1500,0.949915312
"Cox PH, Self-Prentice weights",1500,0.949525745
"Cox PH Ridge, Barlow weights",1500,0.949864499
"Cox PH Lasso, Barlow weights",1500,0.949864499
"Cox PH Elastic Net, Barlow weights",1500,0.949864499
"Survival Tree, unweighted",1500,0.89251355
"Survival Tree, random oversampler",1500,0.879683266
"Survival Tree, SMOTENC",1500,0.801143293
"Random Survival Forest, unweighted",1500,0.911195799
"Random Survival Forest, random oversampler",1500,0.911009485
"Random Survival Forest, SMOTENC",1500,0.884705285
Unweighted Cox PH,1500,0.964675209
"Cox PH, Barlow weights",1500,0.962946961
"Cox PH, Prentice weights",1500,0.963349225
"Cox PH, Self-Prentice weights",1500,0.962604291
"Cox PH Ridge, Barlow weights",1500,0.962946961
"Cox PH Lasso, Barlow weights",1500,0.962946961
"Cox PH Elastic Net, Barlow weights",1500,0.962946961
"Survival Tree, unweighted",1500,0.920813468
"Survival Tree, random oversampler",1500,0.900655542
"Survival Tree, SMOTENC",1500,0.899575387
"Random Survival Forest, unweighted",1500,0.947884386
"Random Survival Forest, random oversampler",1500,0.944025626
"Random Survival Forest, SMOTENC",1500,0.943563766
Unweighted Cox PH,1500,0.963819927
"Cox PH, Barlow weights",1500,0.962611718
"Cox PH, Prentice weights",1500,0.96264482
"Cox PH, Self-Prentice weights",1500,0.963042039
"Cox PH Ridge, Barlow weights",1500,0.962611718
"Cox PH Lasso, Barlow weights",1500,0.962611718
"Cox PH Elastic Net, Barlow weights",1500,0.962611718
"Survival Tree, unweighted",1500,0.916476332
"Survival Tree, random oversampler",1500,0.894579609
"Survival Tree, SMOTENC",1500,0.886866931
"Random Survival Forest, unweighted",1500,0.948940748
"Random Survival Forest, random oversampler",1500,0.948791791
"Random Survival Forest, SMOTENC",1500,0.947567031
Unweighted Cox PH,1500,0.961892751
"Cox PH, Barlow weights",1500,0.961525567
"Cox PH, Prentice weights",1500,0.961509603
"Cox PH, Self-Prentice weights",1500,0.961094526
"Cox PH Ridge, Barlow weights",1500,0.961525567
"Cox PH Lasso, Barlow weights",1500,0.961525567
"Cox PH Elastic Net, Barlow weights",1500,0.961525567
"Survival Tree, unweighted",1500,0.9122751
"Survival Tree, random oversampler",1500,0.901698622
"Survival Tree, SMOTENC",1500,0.867973627
"Random Survival Forest, unweighted",1500,0.937036032
"Random Survival Forest, random oversampler",1500,0.934353997
"Random Survival Forest, SMOTENC",1500,0.922667986
Unweighted Cox PH,1500,0.961475981
"Cox PH, Barlow weights",1500,0.959768591
"Cox PH, Prentice weights",1500,0.960415078
"Cox PH, Self-Prentice weights",1500,0.961144448
"Cox PH Ridge, Barlow weights",1500,0.959768591
"Cox PH Lasso, Barlow weights",1500,0.959768591
"Cox PH Elastic Net, Barlow weights",1500,0.959768591
"Survival Tree, unweighted",1500,0.905753738
"Survival Tree, random oversampler",1500,0.899247422
"Survival Tree, SMOTENC",1500,0.859098896
"Random Survival Forest, unweighted",1500,0.941617213
"Random Survival Forest, random oversampler",1500,0.934108013
"Random Survival Forest, SMOTENC",1500,0.917150151
Unweighted Cox PH,1500,0.958227951
"Cox PH, Barlow weights",1500,0.957461043
"Cox PH, Prentice weights",1500,0.958081097
"Cox PH, Self-Prentice weights",1500,0.957836338
"Cox PH Ridge, Barlow weights",1500,0.957461043
"Cox PH Lasso, Barlow weights",1500,0.957461043
"Cox PH Elastic Net, Barlow weights",1500,0.957461043
"Survival Tree, unweighted",1500,0.908280982
"Survival Tree, random oversampler",1500,0.911870768
"Survival Tree, SMOTENC",1500,0.89778086
"Random Survival Forest, unweighted",1500,0.944407277
"Random Survival Forest, random oversampler",1500,0.94427674
"Random Survival Forest, SMOTENC",1500,0.938157787
Unweighted Cox PH,1500,0.965668206
"Cox PH, Barlow weights",1500,0.965523347
"Cox PH, Prentice weights",1500,0.965748684
"Cox PH, Self-Prentice weights",1500,0.966022308
"Cox PH Ridge, Barlow weights",1500,0.965523347
"Cox PH Lasso, Barlow weights",1500,0.965523347
"Cox PH Elastic Net, Barlow weights",1500,0.965523347
"Survival Tree, unweighted",1500,0.904810958
"Survival Tree, random oversampler",1500,0.92459238
"Survival Tree, SMOTENC",1500,0.903595744
"Random Survival Forest, unweighted",1500,0.956123549
"Random Survival Forest, random oversampler",1500,0.947866536
"Random Survival Forest, SMOTENC",1500,0.948703504
Unweighted Cox PH,1500,0.959063036
"Cox PH, Barlow weights",1500,0.957364407
"Cox PH, Prentice weights",1500,0.957381393
"Cox PH, Self-Prentice weights",1500,0.957636188
"Cox PH Ridge, Barlow weights",1500,0.957364407
"Cox PH Lasso, Barlow weights",1500,0.957364407
"Cox PH Elastic Net, Barlow weights",1500,0.957364407
"Survival Tree, unweighted",1500,0.903687724
"Survival Tree, random oversampler",1500,0.905564709
"Survival Tree, SMOTENC",1500,0.882276503
"Random Survival Forest, unweighted",1500,0.929659765
"Random Survival Forest, random oversampler",1500,0.934738666
"Random Survival Forest, SMOTENC",1500,0.919807715
Unweighted Cox PH,1500,0.960375466
"Cox PH, Barlow weights",1500,0.958906563
"Cox PH, Prentice weights",1500,0.959175265
"Cox PH, Self-Prentice weights",1500,0.959641015
"Cox PH Ridge, Barlow weights",1500,0.958906563
"Cox PH Lasso, Barlow weights",1500,0.958906563
"Cox PH Elastic Net, Barlow weights",1500,0.958906563
"Survival Tree, unweighted",1500,0.892904486
"Survival Tree, random oversampler",1500,0.846911723
"Survival Tree, SMOTENC",1500,0.845872743
"Random Survival Forest, unweighted",1500,0.939434652
"Random Survival Forest, random oversampler",1500,0.930406277
"Random Survival Forest, SMOTENC",1500,0.90247922
Unweighted Cox PH,1500,0.959214219
"Cox PH, Barlow weights",1500,0.958448848
"Cox PH, Prentice weights",1500,0.958363806
"Cox PH, Self-Prentice weights",1500,0.958976103
"Cox PH Ridge, Barlow weights",1500,0.958448848
"Cox PH Lasso, Barlow weights",1500,0.958448848
"Cox PH Elastic Net, Barlow weights",1500,0.958448848
"Survival Tree, unweighted",1500,0.91777362
"Survival Tree, random oversampler",1500,0.90981376
"Survival Tree, SMOTENC",1500,0.861127647
"Random Survival Forest, unweighted",1500,0.943719704
"Random Survival Forest, random oversampler",1500,0.938923378
"Random Survival Forest, SMOTENC",1500,0.934365167
Unweighted Cox PH,1500,0.952236371
"Cox PH, Barlow weights",1500,0.953837555
"Cox PH, Prentice weights",1500,0.953973505
"Cox PH, Self-Prentice weights",1500,0.954169877
"Cox PH Ridge, Barlow weights",1500,0.953837555
"Cox PH Lasso, Barlow weights",1500,0.953837555
"Cox PH Elastic Net, Barlow weights",1500,0.953837555
"Survival Tree, unweighted",1500,0.902093624
"Survival Tree, random oversampler",1500,0.894397366
"Survival Tree, SMOTENC",1500,0.881814474
"Random Survival Forest, unweighted",1500,0.937568919
"Random Survival Forest, random oversampler",1500,0.935877102
"Random Survival Forest, SMOTENC",1500,0.924759445
Unweighted Cox PH,1500,0.960123543
"Cox PH, Barlow weights",1500,0.961255478
"Cox PH, Prentice weights",1500,0.961190796
"Cox PH, Self-Prentice weights",1500,0.960543976
"Cox PH Ridge, Barlow weights",1500,0.961255478
"Cox PH Lasso, Barlow weights",1500,0.961255478
"Cox PH Elastic Net, Barlow weights",1500,0.961255478
"Survival Tree, unweighted",1500,0.902847625
"Survival Tree, random oversampler",1500,0.893775974
"Survival Tree, SMOTENC",1500,0.839378406
"Random Survival Forest, unweighted",1500,0.932795395
"Random Survival Forest, random oversampler",1500,0.929933216
"Random Survival Forest, SMOTENC",1500,0.920748371
Unweighted Cox PH,1500,0.967909458
"Cox PH, Barlow weights",1500,0.965999495
"Cox PH, Prentice weights",1500,0.966378331
"Cox PH, Self-Prentice weights",1500,0.96470514
"Cox PH Ridge, Barlow weights",1500,0.965999495
"Cox PH Lasso, Barlow weights",1500,0.965999495
"Cox PH Elastic Net, Barlow weights",1500,0.965999495
"Survival Tree, unweighted",1500,0.914509408
"Survival Tree, random oversampler",1500,0.911975944
"Survival Tree, SMOTENC",1500,0.902244602
"Random Survival Forest, unweighted",1500,0.94787852
"Random Survival Forest, random oversampler",1500,0.945005683
"Random Survival Forest, SMOTENC",1500,0.944705771
Unweighted Cox PH,1500,0.955160831
"Cox PH, Barlow weights",1500,0.955500136
"Cox PH, Prentice weights",1500,0.955500136
"Cox PH, Self-Prentice weights",1500,0.95577158
"Cox PH Ridge, Barlow weights",1500,0.955500136
"Cox PH Lasso, Barlow weights",1500,0.955500136
"Cox PH Elastic Net, Barlow weights",1500,0.955500136
"Survival Tree, unweighted",1500,0.917523412
"Survival Tree, random oversampler",1500,0.898403569
"Survival Tree, SMOTENC",1500,0.844046892
"Random Survival Forest, unweighted",1500,0.934259636
"Random Survival Forest, random oversampler",1500,0.92984867
"Random Survival Forest, SMOTENC",1500,0.919126629
Unweighted Cox PH,1500,0.965663599
"Cox PH, Barlow weights",1500,0.965107222
"Cox PH, Prentice weights",1500,0.965234394
"Cox PH, Self-Prentice weights",1500,0.964471362
"Cox PH Ridge, Barlow weights",1500,0.965107222
"Cox PH Lasso, Barlow weights",1500,0.965107222
"Cox PH Elastic Net, Barlow weights",1500,0.965107222
"Survival Tree, unweighted",1500,0.920056591
"Survival Tree, random oversampler",1500,0.919150492
"Survival Tree, SMOTENC",1500,0.919690972
"Random Survival Forest, unweighted",1500,0.951690591
"Random Survival Forest, random oversampler",1500,0.951547523
"Random Survival Forest, SMOTENC",1500,0.947382644
Unweighted Cox PH,1500,0.962538031
"Cox PH, Barlow weights",1500,0.962877977
"Cox PH, Prentice weights",1500,0.963183927
"Cox PH, Self-Prentice weights",1500,0.962402053
"Cox PH Ridge, Barlow weights",1500,0.962877977
"Cox PH Lasso, Barlow weights",1500,0.962877977
"Cox PH Elastic Net, Barlow weights",1500,0.962877977
"Survival Tree, unweighted",1500,0.916628423
"Survival Tree, random oversampler",1500,0.896044737
"Survival Tree, SMOTENC",1500,0.86670746
"Random Survival Forest, unweighted",1500,0.939506739
"Random Survival Forest, random oversampler",1500,0.933829653
"Random Survival Forest, SMOTENC",1500,0.927234715
Unweighted Cox PH,1500,0.961378203
"Cox PH, Barlow weights",1500,0.961075168
"Cox PH, Prentice weights",1500,0.961120623
"Cox PH, Self-Prentice weights",1500,0.960211518
"Cox PH Ridge, Barlow weights",1500,0.961075168
"Cox PH Lasso, Barlow weights",1500,0.961075168
"Cox PH Elastic Net, Barlow weights",1500,0.961075168
"Survival Tree, unweighted",1500,0.903043986
"Survival Tree, random oversampler",1500,0.914597191
"Survival Tree, SMOTENC",1500,0.911407749
"Random Survival Forest, unweighted",1500,0.943180957
"Random Survival Forest, random oversampler",1500,0.942044576
"Random Survival Forest, SMOTENC",1500,0.939711208
Unweighted Cox PH,1500,0.962959773
"Cox PH, Barlow weights",1500,0.962529072
"Cox PH, Prentice weights",1500,0.962672639
"Cox PH, Self-Prentice weights",1500,0.963419186
"Cox PH Ridge, Barlow weights",1500,0.962529072
"Cox PH Lasso, Barlow weights",1500,0.962529072
"Cox PH Elastic Net, Barlow weights",1500,0.962529072
"Survival Tree, unweighted",1500,0.889611508
"Survival Tree, random oversampler",1500,0.882705947
"Survival Tree, SMOTENC",1500,0.886933988
"Random Survival Forest, unweighted",1500,0.936500416
"Random Survival Forest, random oversampler",1500,0.932480547
"Random Survival Forest, SMOTENC",1500,0.92857553
Unweighted Cox PH,1500,0.956155922
"Cox PH, Barlow weights",1500,0.952144277
"Cox PH, Prentice weights",1500,0.952481539
"Cox PH, Self-Prentice weights",1500,0.95473587
"Cox PH Ridge, Barlow weights",1500,0.952144277
"Cox PH Lasso, Barlow weights",1500,0.952144277
"Cox PH Elastic Net, Barlow weights",1500,0.952144277
"Survival Tree, unweighted",1500,0.900232533
"Survival Tree, random oversampler",1500,0.847007242
"Survival Tree, SMOTENC",1500,0.840998651
"Random Survival Forest, unweighted",1500,0.918151803
"Random Survival Forest, random oversampler",1500,0.916571997
"Random Survival Forest, SMOTENC",1500,0.902637745
Unweighted Cox PH,1500,0.965997437
"Cox PH, Barlow weights",1500,0.965450662
"Cox PH, Prentice weights",1500,0.96572405
"Cox PH, Self-Prentice weights",1500,0.965536096
"Cox PH Ridge, Barlow weights",1500,0.965450662
"Cox PH Lasso, Barlow weights",1500,0.965450662
"Cox PH Elastic Net, Barlow weights",1500,0.965450662
"Survival Tree, unweighted",1500,0.914933789
"Survival Tree, random oversampler",1500,0.9163349
"Survival Tree, SMOTENC",1500,0.910901324
"Random Survival Forest, unweighted",1500,0.947714652
"Random Survival Forest, random oversampler",1500,0.944519436
"Random Survival Forest, SMOTENC",1500,0.936232379
Unweighted Cox PH,1500,0.953561673
"Cox PH, Barlow weights",1500,0.954314632
"Cox PH, Prentice weights",1500,0.954069482
"Cox PH, Self-Prentice weights",1500,0.954559781
"Cox PH Ridge, Barlow weights",1500,0.954314632
"Cox PH Lasso, Barlow weights",1500,0.954314632
"Cox PH Elastic Net, Barlow weights",1500,0.954314632
"Survival Tree, unweighted",1500,0.905696225
"Survival Tree, random oversampler",1500,0.887537648
"Survival Tree, SMOTENC",1500,0.868048259
"Random Survival Forest, unweighted",1500,0.927103033
"Random Survival Forest, random oversampler",1500,0.916176368
"Random Survival Forest, SMOTENC",1500,0.894463123
Unweighted Cox PH,1500,0.958566154
"Cox PH, Barlow weights",1500,0.957830932
"Cox PH, Prentice weights",1500,0.957667549
"Cox PH, Self-Prentice weights",1500,0.95812502
"Cox PH Ridge, Barlow weights",1500,0.957830932
"Cox PH Lasso, Barlow weights",1500,0.957830932
"Cox PH Elastic Net, Barlow weights",1500,0.957830932
"Survival Tree, unweighted",1500,0.894977617
"Survival Tree, random oversampler",1500,0.878484136
"Survival Tree, SMOTENC",1500,0.866295788
"Random Survival Forest, unweighted",1500,0.940904486
"Random Survival Forest, random oversampler",1500,0.932490279
"Random Survival Forest, SMOTENC",1500,0.921576316
Unweighted Cox PH,1500,0.966433329
"Cox PH, Barlow weights",1500,0.963750463
"Cox PH, Prentice weights",1500,0.964459726
"Cox PH, Self-Prentice weights",1500,0.964675589
"Cox PH Ridge, Barlow weights",1500,0.963750463
"Cox PH Lasso, Barlow weights",1500,0.963750463
"Cox PH Elastic Net, Barlow weights",1500,0.963750463
"Survival Tree, unweighted",1500,0.917178056
"Survival Tree, random oversampler",1500,0.919367522
"Survival Tree, SMOTENC",1500,0.891490379
"Random Survival Forest, unweighted",1500,0.941239053
"Random Survival Forest, random oversampler",1500,0.937307265
"Random Survival Forest, SMOTENC",1500,0.934547305
Unweighted Cox PH,1500,0.954868562
"Cox PH, Barlow weights",1500,0.952253219
"Cox PH, Prentice weights",1500,0.95285676
"Cox PH, Self-Prentice weights",1500,0.953108235
"Cox PH Ridge, Barlow weights",1500,0.952253219
"Cox PH Lasso, Barlow weights",1500,0.952253219
"Cox PH Elastic Net, Barlow weights",1500,0.952253219
"Survival Tree, unweighted",1500,0.890180727
"Survival Tree, random oversampler",1500,0.889082618
"Survival Tree, SMOTENC",1500,0.867539565
"Random Survival Forest, unweighted",1500,0.937885595
"Random Survival Forest, random oversampler",1500,0.936393509
"Random Survival Forest, SMOTENC",1500,0.930944877
Unweighted Cox PH,1500,0.960714751
"Cox PH, Barlow weights",1500,0.951227054
"Cox PH, Prentice weights",1500,0.951910559
"Cox PH, Self-Prentice weights",1500,0.953310116
"Cox PH Ridge, Barlow weights",1500,0.951227054
"Cox PH Lasso, Barlow weights",1500,0.951227054
"Cox PH Elastic Net, Barlow weights",1500,0.951227054
"Survival Tree, unweighted",1500,0.901664822
"Survival Tree, random oversampler",1500,0.887750618
"Survival Tree, SMOTENC",1500,0.893332574
"Random Survival Forest, unweighted",1500,0.937036193
"Random Survival Forest, random oversampler",1500,0.932072647
"Random Survival Forest, SMOTENC",1500,0.921087749
Unweighted Cox PH,1500,0.952449896
"Cox PH, Barlow weights",1500,0.952661374
"Cox PH, Prentice weights",1500,0.952905388
"Cox PH, Self-Prentice weights",1500,0.952092009
"Cox PH Ridge, Barlow weights",1500,0.952661374
"Cox PH Lasso, Barlow weights",1500,0.952661374
"Cox PH Elastic Net, Barlow weights",1500,0.952661374
"Survival Tree, unweighted",1500,0.873104828
"Survival Tree, random oversampler",1500,0.886753319
"Survival Tree, SMOTENC",1500,0.859521408
"Random Survival Forest, unweighted",1500,0.933172827
"Random Survival Forest, random oversampler",1500,0.924534748
"Random Survival Forest, SMOTENC",1500,0.908755206
Unweighted Cox PH,1500,0.957263256
"Cox PH, Barlow weights",1500,0.956350786
"Cox PH, Prentice weights",1500,0.95651669
"Cox PH, Self-Prentice weights",1500,0.957246665
"Cox PH Ridge, Barlow weights",1500,0.956350786
"Cox PH Lasso, Barlow weights",1500,0.956350786
"Cox PH Elastic Net, Barlow weights",1500,0.956350786
"Survival Tree, unweighted",1500,0.911490477
"Survival Tree, random oversampler",1500,0.88682892
"Survival Tree, SMOTENC",1500,0.839413697
"Random Survival Forest, unweighted",1500,0.937869135
"Random Survival Forest, random oversampler",1500,0.931199814
"Random Survival Forest, SMOTENC",1500,0.912950428
Unweighted Cox PH,1500,0.955900556
"Cox PH, Barlow weights",1500,0.954304804
"Cox PH, Prentice weights",1500,0.954677643
"Cox PH, Self-Prentice weights",1500,0.9540811
"Cox PH Ridge, Barlow weights",1500,0.954304804
"Cox PH Lasso, Barlow weights",1500,0.954304804
"Cox PH Elastic Net, Barlow weights",1500,0.954304804
"Survival Tree, unweighted",1500,0.895426006
"Survival Tree, random oversampler",1500,0.875814654
"Survival Tree, SMOTENC",1500,0.858209178
"Random Survival Forest, unweighted",1500,0.928191132
"Random Survival Forest, random oversampler",1500,0.920704517
"Random Survival Forest, SMOTENC",1500,0.914977704
Unweighted Cox PH,1500,0.963053141
"Cox PH, Barlow weights",1500,0.962481208
"Cox PH, Prentice weights",1500,0.962660958
"Cox PH, Self-Prentice weights",1500,0.961941957
"Cox PH Ridge, Barlow weights",1500,0.962481208
"Cox PH Lasso, Barlow weights",1500,0.962481208
"Cox PH Elastic Net, Barlow weights",1500,0.962481208
"Survival Tree, unweighted",1500,0.903539447
"Survival Tree, random oversampler",1500,0.886438656
"Survival Tree, SMOTENC",1500,0.895581411
"Random Survival Forest, unweighted",1500,0.943117197
"Random Survival Forest, random oversampler",1500,0.935616707
"Random Survival Forest, SMOTENC",1500,0.921661547
Unweighted Cox PH,1500,0.969404054
"Cox PH, Barlow weights",1500,0.968712434
"Cox PH, Prentice weights",1500,0.968942974
"Cox PH, Self-Prentice weights",1500,0.969058244
"Cox PH Ridge, Barlow weights",1500,0.968712434
"Cox PH Lasso, Barlow weights",1500,0.968712434
"Cox PH Elastic Net, Barlow weights",1500,0.968712434
"Survival Tree, unweighted",1500,0.915103661
"Survival Tree, random oversampler",1500,0.921394108
"Survival Tree, SMOTENC",1500,0.910970409
"Random Survival Forest, unweighted",1500,0.945790176
"Random Survival Forest, random oversampler",1500,0.946547664
"Random Survival Forest, SMOTENC",1500,0.946646467
Unweighted Cox PH,1500,0.956957139
"Cox PH, Barlow weights",1500,0.962417923
"Cox PH, Prentice weights",1500,0.962846867
"Cox PH, Self-Prentice weights",1500,0.963704755
"Cox PH Ridge, Barlow weights",1500,0.962417923
"Cox PH Lasso, Barlow weights",1500,0.962417923
"Cox PH Elastic Net, Barlow weights",1500,0.962417923
"Survival Tree, unweighted",1500,0.890866796
"Survival Tree, random oversampler",1500,0.878658396
"Survival Tree, SMOTENC",1500,0.899280694
"Random Survival Forest, unweighted",1500,0.942736002
"Random Survival Forest, random oversampler",1500,0.939931369
"Random Survival Forest, SMOTENC",1500,0.939188966
Unweighted Cox PH,1500,0.96734952
"Cox PH, Barlow weights",1500,0.964420629
"Cox PH, Prentice weights",1500,0.964620326
"Cox PH, Self-Prentice weights",1500,0.967083257
"Cox PH Ridge, Barlow weights",1500,0.964420629
"Cox PH Lasso, Barlow weights",1500,0.964420629
"Cox PH Elastic Net, Barlow weights",1500,0.964420629
"Survival Tree, unweighted",1500,0.920969862
"Survival Tree, random oversampler",1500,0.912233113
"Survival Tree, SMOTENC",1500,0.894668087
"Random Survival Forest, unweighted",1500,0.952355594
"Random Survival Forest, random oversampler",1500,0.95020885
"Random Survival Forest, SMOTENC",1500,0.935581035
Unweighted Cox PH,1500,0.959066783
"Cox PH, Barlow weights",1500,0.958452035
"Cox PH, Prentice weights",1500,0.958616967
"Cox PH, Self-Prentice weights",1500,0.95909677
"Cox PH Ridge, Barlow weights",1500,0.958452035
"Cox PH Lasso, Barlow weights",1500,0.958452035
"Cox PH Elastic Net, Barlow weights",1500,0.958452035
"Survival Tree, unweighted",1500,0.910726602
"Survival Tree, random oversampler",1500,0.891129637
"Survival Tree, SMOTENC",1500,0.854642097
"Random Survival Forest, unweighted",1500,0.934371908
"Random Survival Forest, random oversampler",1500,0.926425166
"Random Survival Forest, SMOTENC",1500,0.913305545
Unweighted Cox PH,1500,0.958809824
"Cox PH, Barlow weights",1500,0.958543049
"Cox PH, Prentice weights",1500,0.958614189
"Cox PH, Self-Prentice weights",1500,0.955733011
"Cox PH Ridge, Barlow weights",1500,0.958543049
"Cox PH Lasso, Barlow weights",1500,0.958543049
"Cox PH Elastic Net, Barlow weights",1500,0.958543049
"Survival Tree, unweighted",1500,0.90191545
"Survival Tree, random oversampler",1500,0.899398865
"Survival Tree, SMOTENC",1500,0.869217636
"Random Survival Forest, unweighted",1500,0.949063617
"Random Survival Forest, random oversampler",1500,0.948032084
"Random Survival Forest, SMOTENC",1500,0.942358653
Unweighted Cox PH,1500,0.956094958
"Cox PH, Barlow weights",1500,0.954494
"Cox PH, Prentice weights",1500,0.954930625
"Cox PH, Self-Prentice weights",1500,0.954946796
"Cox PH Ridge, Barlow weights",1500,0.954494
"Cox PH Lasso, Barlow weights",1500,0.954494
"Cox PH Elastic Net, Barlow weights",1500,0.954494
