,model,obs,score
246,"Random Survival Forest, SMOTENC",750,0.0798290496442101
247,Unweighted Cox PH,750,0.0560021516012763
248,"Cox PH, Barlow weights",750,0.0589699865366108
249,"Cox PH, Prentice weights",750,0.0542658648093119
250,"Cox PH, Self-Prentice weights",750,0.0506103513070991
251,"Cox PH Ridge, Barlow weights",750,0.0589699865366108
252,"Cox PH Lasso, Barlow weights",750,0.0589699865366108
253,"Cox PH Elastic Net, Barlow weights",750,0.0589699865366108
254,"Survival Tree, unweighted",750,0.128066975204217
255,"Survival Tree, random oversampler",750,0.1250146698587073
256,"Survival Tree, SMOTENC",750,0.1127037917831027
257,"Random Survival Forest, unweighted",750,0.1040983240503204
258,"Random Survival Forest, random oversampler",750,0.0745738302479252
259,"Random Survival Forest, SMOTENC",750,0.0786856340802092
260,Unweighted Cox PH,750,0.0495380939661584
261,"Cox PH, Barlow weights",750,0.04100761943292
262,"Cox PH, Prentice weights",750,0.0471146977721133
263,"Cox PH, Self-Prentice weights",750,0.0470141308091958
264,"Cox PH Ridge, Barlow weights",750,0.04100761943292
265,"Cox PH Lasso, Barlow weights",750,0.04100761943292
266,"Cox PH Elastic Net, Barlow weights",750,0.04100761943292
267,"Survival Tree, unweighted",750,0.134791749631631
268,"Survival Tree, random oversampler",750,0.1213602670707011
269,"Survival Tree, SMOTENC",750,0.1240754629600644
270,"Random Survival Forest, unweighted",750,0.1030491049923966
271,"Random Survival Forest, random oversampler",750,0.0724450238351599
272,"Random Survival Forest, SMOTENC",750,0.085763508208159
273,Unweighted Cox PH,750,0.0569956876469536
274,"Cox PH, Barlow weights",750,0.0609552047985813
275,"Cox PH, Prentice weights",750,0.0525421540095846
276,"Cox PH, Self-Prentice weights",750,0.0536850475093662
277,"Cox PH Ridge, Barlow weights",750,0.0609552047985813
278,"Cox PH Lasso, Barlow weights",750,0.0609552047985813
279,"Cox PH Elastic Net, Barlow weights",750,0.0609552047985813
280,"Survival Tree, unweighted",750,0.1307557977087314
281,"Survival Tree, random oversampler",750,0.103747260564452
282,"Survival Tree, SMOTENC",750,0.1372731323217585
283,"Random Survival Forest, unweighted",750,0.1148497574746377
284,"Random Survival Forest, random oversampler",750,0.0855981907592203
285,"Random Survival Forest, SMOTENC",750,0.0913472303599876
286,Unweighted Cox PH,750,0.0434991263266864
287,"Cox PH, Barlow weights",750,0.0449127374749349
288,"Cox PH, Prentice weights",750,0.0409272639220696
289,"Cox PH, Self-Prentice weights",750,0.0393318484137543
290,"Cox PH Ridge, Barlow weights",750,0.0449127374749349
291,"Cox PH Lasso, Barlow weights",750,0.0449127374749349
292,"Cox PH Elastic Net, Barlow weights",750,0.0449127374749349
293,"Survival Tree, unweighted",750,0.0986759750514997
294,"Survival Tree, random oversampler",750,0.1143124052602341
295,"Survival Tree, SMOTENC",750,0.1040777802765901
296,"Random Survival Forest, unweighted",750,0.1039904161079011
297,"Random Survival Forest, random oversampler",750,0.0832913616439911
298,"Random Survival Forest, SMOTENC",750,0.0857145388973879
299,Unweighted Cox PH,750,0.0471115895001079
300,"Cox PH, Barlow weights",750,0.0482120791504231
301,"Cox PH, Prentice weights",750,0.0448254414277372
302,"Cox PH, Self-Prentice weights",750,0.0441988455307115
303,"Cox PH Ridge, Barlow weights",750,0.0482120791504231
304,"Cox PH Lasso, Barlow weights",750,0.0482120791504231
305,"Cox PH Elastic Net, Barlow weights",750,0.0482120791504231
306,"Survival Tree, unweighted",750,0.1126431638494938
307,"Survival Tree, random oversampler",750,0.1380526586005963
308,"Survival Tree, SMOTENC",750,0.1357734604603838
309,"Random Survival Forest, unweighted",750,0.0852913126559637
310,"Random Survival Forest, random oversampler",750,0.0720810212311538
311,"Random Survival Forest, SMOTENC",750,0.0703271121905345
312,Unweighted Cox PH,750,0.0392989742905474
313,"Cox PH, Barlow weights",750,0.0344747145279341
314,"Cox PH, Prentice weights",750,0.0366725595898388
315,"Cox PH, Self-Prentice weights",750,0.0342351868095575
316,"Cox PH Ridge, Barlow weights",750,0.0344747145279341
317,"Cox PH Lasso, Barlow weights",750,0.0344747145279341
318,"Cox PH Elastic Net, Barlow weights",750,0.0344747145279341
319,"Survival Tree, unweighted",750,0.131187718369821
320,"Survival Tree, random oversampler",750,0.1212729176334756
321,"Survival Tree, SMOTENC",750,0.0919026569729171
322,"Random Survival Forest, unweighted",750,0.0836683111780178
323,"Random Survival Forest, random oversampler",750,0.0620493096461929
324,"Random Survival Forest, SMOTENC",750,0.0651924810659359
325,Unweighted Cox PH,750,0.0627430887106747
326,"Cox PH, Barlow weights",750,0.0570910303168394
327,"Cox PH, Prentice weights",750,0.0552252100807737
328,"Cox PH, Self-Prentice weights",750,0.0577862802303453
329,"Cox PH Ridge, Barlow weights",750,0.0570910303168394
330,"Cox PH Lasso, Barlow weights",750,0.0570910303168394
331,"Cox PH Elastic Net, Barlow weights",750,0.0570910303168394
332,"Survival Tree, unweighted",750,0.126605895634916
333,"Survival Tree, random oversampler",750,0.1320702227643952
334,"Survival Tree, SMOTENC",750,0.17371496158442
335,"Random Survival Forest, unweighted",750,0.1085532085047586
336,"Random Survival Forest, random oversampler",750,0.08362817592445
337,"Random Survival Forest, SMOTENC",750,0.0918028686287465
338,Unweighted Cox PH,750,0.0508438326436372
339,"Cox PH, Barlow weights",750,0.0600328861952582
340,"Cox PH, Prentice weights",750,0.0489436054983618
341,"Cox PH, Self-Prentice weights",750,0.048376197485601
342,"Cox PH Ridge, Barlow weights",750,0.0600328861952582
343,"Cox PH Lasso, Barlow weights",750,0.0600328861952582
344,"Cox PH Elastic Net, Barlow weights",750,0.0600328861952582
345,"Survival Tree, unweighted",750,0.1240879581683322
346,"Survival Tree, random oversampler",750,0.1292830145896913
347,"Survival Tree, SMOTENC",750,0.1233474147504825
348,"Random Survival Forest, unweighted",750,0.092638333877682
349,"Random Survival Forest, random oversampler",750,0.0806954033259769
350,"Random Survival Forest, SMOTENC",750,0.0836103971697772
351,Unweighted Cox PH,750,0.0292004630454503
352,"Cox PH, Barlow weights",750,0.0487337447465397
353,"Cox PH, Prentice weights",750,0.0357122950756895
354,"Cox PH, Self-Prentice weights",750,0.037826811688987
355,"Cox PH Ridge, Barlow weights",750,0.0487337447465397
356,"Cox PH Lasso, Barlow weights",750,0.0487337447465397
357,"Cox PH Elastic Net, Barlow weights",750,0.0487337447465397
358,"Survival Tree, unweighted",750,0.1006302653073751
359,"Survival Tree, random oversampler",750,0.0960685369084015
360,"Survival Tree, SMOTENC",750,0.0715726490796394
361,"Random Survival Forest, unweighted",750,0.0808077086257016
362,"Random Survival Forest, random oversampler",750,0.0654586669748206
363,"Random Survival Forest, SMOTENC",750,0.0683378738169074
364,Unweighted Cox PH,750,0.0617907152170119
365,"Cox PH, Barlow weights",750,0.0825862042926509
366,"Cox PH, Prentice weights",750,0.0656356134607876
367,"Cox PH, Self-Prentice weights",750,0.0684820685080302
368,"Cox PH Ridge, Barlow weights",750,0.0825862042926509
369,"Cox PH Lasso, Barlow weights",750,0.0825862042926509
370,"Cox PH Elastic Net, Barlow weights",750,0.0825862042926509
371,"Survival Tree, unweighted",750,0.1287954259043421
372,"Survival Tree, random oversampler",750,0.1195703137222408
373,"Survival Tree, SMOTENC",750,0.1448210518448818
374,"Random Survival Forest, unweighted",750,0.1040397081628932
375,"Random Survival Forest, random oversampler",750,0.0850643868179409
376,"Random Survival Forest, SMOTENC",750,0.0878622015551185
377,Unweighted Cox PH,750,0.0450804144844109
378,"Cox PH, Barlow weights",750,0.0514005218440674
379,"Cox PH, Prentice weights",750,0.0445780006047908
380,"Cox PH, Self-Prentice weights",750,0.0400135921509273
381,"Cox PH Ridge, Barlow weights",750,0.0589442360354148
382,"Cox PH Lasso, Barlow weights",750,0.0514005218440674
383,"Cox PH Elastic Net, Barlow weights",750,0.0514005218440674
384,"Survival Tree, unweighted",750,0.09203223685303
385,"Survival Tree, random oversampler",750,0.1279474488286381
386,"Survival Tree, SMOTENC",750,0.1132775974124146
387,"Random Survival Forest, unweighted",750,0.0925812896105947
388,"Random Survival Forest, random oversampler",750,0.0753926834536304
389,"Random Survival Forest, SMOTENC",750,0.0878994603630587
390,Unweighted Cox PH,750,0.0403830861970867
391,"Cox PH, Barlow weights",750,0.0525958459232821
392,"Cox PH, Prentice weights",750,0.0416574747930153
393,"Cox PH, Self-Prentice weights",750,0.0415906475995275
394,"Cox PH Ridge, Barlow weights",750,0.0525958459232821
395,"Cox PH Lasso, Barlow weights",750,0.0525958459232821
396,"Cox PH Elastic Net, Barlow weights",750,0.0525958459232821
397,"Survival Tree, unweighted",750,0.1164481734668517
398,"Survival Tree, random oversampler",750,0.1177199409260024
399,"Survival Tree, SMOTENC",750,0.1216275882598352
400,"Random Survival Forest, unweighted",750,0.0925384495372665
401,"Random Survival Forest, random oversampler",750,0.0727317956243834
402,"Random Survival Forest, SMOTENC",750,0.0747986997092271
403,Unweighted Cox PH,750,0.0370228466781442
